1.88,141.08,124.77,152.37
2.25,141.11,125.18,151.57
2.54,136.76,125.86,150.61
3.26,136.52,126.08,149.39
4.23,130.67,125.44,149.89
3.11,128.7,126.4,147.75
4.63,124.63,125.97,148.92
4.82,122.54,126.59,147.58
6.21,119.58,126.61,146.07
5.7,117.9,127.75,145.59
6.65,114.27,127.31,146.11
6.67,113.4,127.44,145.03
7.66,111.03,128.3,143.69
9.47,107.91,128.44,143.9
9.06,106.79,128.3,143.93
10.44,101.74,128.53,142.79
10.3,101.39,129.59,141.06
11.86,97.42,129.85,140.81
11.9,95.32,129.37,139.83
11.67,91.71,129.96,140.01
13.52,88.09,130.27,139.41
13.96,84.49,130.21,138.08
13.28,83.72,130.84,138.67
14.51,81.99,130.8,136.97
15.32,80.0,131.52,135.87
15.82,77.25,131.39,136.97
16.8,74.21,131.49,134.76
16.7,68.35,132.41,134.0
16.87,68.55,132.45,133.54
17.58,64.26,133.16,133.3
17.98,61.31,133.01,132.5
20.01,59.63,133.04,131.51
