0.14,142.9,124.55,150.9
0.71,141.86,125.18,150.87
2.21,138.53,125.01,149.83
2.88,134.14,125.81,149.17
3.11,133.49,126.28,150.16
3.16,130.42,126.23,147.84
4.6,128.41,126.9,147.2
5.25,123.77,126.63,148.2
4.97,122.93,126.64,146.19
5.95,116.89,127.63,146.69
6.17,116.84,127.23,145.45
7.06,113.09,128.11,145.06
8.01,109.61,127.83,144.37
8.09,108.19,128.26,144.53
8.96,103.0,128.22,142.84
9.75,102.38,129.35,143.24
9.85,99.68,128.77,142.53
10.65,97.68,129.14,141.65
11.68,93.09,129.73,141.2
11.7,91.47,130.29,140.01
12.32,87.11,130.64,139.15
13.53,85.49,130.67,139.17
14.11,84.67,131.03,138.26
14.67,82.24,130.74,137.99
15.25,77.66,131.31,136.97
15.03,76.79,131.64,135.61
16.1,73.88,132.07,134.48
17.1,70.54,131.8,135.32
17.66,68.88,132.25,133.84
17.35,63.56,132.23,134.37
18.65,63.56,132.82,132.6
19.06,57.57,133.17,131.63
